# To measure flux divietions for ICCP rebutle Original cloud is unknown
32, 32, 64 # nx,ny,nz
0.050, 0.050 # dx,dy [km, km]
0.000, 0.040, 0.080, 0.120, 0.160, 0.200, 0.240, 0.280, 0.320, 0.360, 0.400, 0.440, 0.480, 0.520, 0.560, 0.600, 0.640, 0.680, 0.720, 0.760, 0.800, 0.840, 0.880, 0.920, 0.960, 1.000, 1.040, 1.080, 1.120, 1.160, 1.200, 1.240, 1.280, 1.320, 1.360, 1.400, 1.440, 1.480, 1.520, 1.560, 1.600, 1.640, 1.680, 1.720, 1.760, 1.800, 1.840, 1.880, 1.920, 1.960, 2.000, 2.040, 2.080, 2.120, 2.160, 2.200, 2.240, 2.280, 2.320, 2.360, 2.400, 2.440, 2.480, 2.520 # altitude levels [km]
x,y,z,lwc,reff,veff
1 ,1 ,34 ,0.07895 ,10.000 ,0.10000
1 ,1 ,35 ,0.06460 ,10.000 ,0.10000
1 ,1 ,36 ,0.03255 ,10.000 ,0.10000
1 ,1 ,37 ,0.00003 ,10.000 ,0.10000
1 ,1 ,38 ,0.00000 ,10.000 ,0.10000
1 ,1 ,39 ,0.00000 ,10.000 ,0.10000
1 ,2 ,16 ,0.00000 ,10.000 ,0.10000
1 ,2 ,17 ,0.00003 ,10.000 ,0.10000
1 ,2 ,18 ,0.01275 ,10.000 ,0.10000
1 ,2 ,19 ,0.01277 ,10.000 ,0.10000
1 ,2 ,20 ,0.08471 ,10.000 ,0.10000
1 ,2 ,21 ,0.03358 ,10.000 ,0.10000
1 ,2 ,22 ,0.01440 ,10.000 ,0.10000
1 ,2 ,23 ,0.01640 ,10.000 ,0.10000
1 ,2 ,24 ,0.02069 ,10.000 ,0.10000
1 ,2 ,25 ,0.02117 ,10.000 ,0.10000
1 ,2 ,26 ,0.02692 ,10.000 ,0.10000
1 ,2 ,27 ,0.05119 ,10.000 ,0.10000
1 ,2 ,28 ,0.06561 ,10.000 ,0.10000
1 ,2 ,29 ,0.07082 ,10.000 ,0.10000
1 ,2 ,30 ,0.05918 ,10.000 ,0.10000
1 ,2 ,31 ,0.04566 ,10.000 ,0.10000
1 ,2 ,32 ,0.00007 ,10.000 ,0.10000
1 ,2 ,33 ,0.00000 ,10.000 ,0.10000
1 ,2 ,34 ,0.00000 ,10.000 ,0.10000
1 ,2 ,35 ,0.00092 ,10.000 ,0.10000
1 ,2 ,36 ,0.00001 ,10.000 ,0.10000
1 ,2 ,37 ,0.00000 ,10.000 ,0.10000
1 ,2 ,38 ,0.00001 ,10.000 ,0.10000
1 ,2 ,39 ,0.00000 ,10.000 ,0.10000
1 ,3 ,16 ,0.00000 ,10.000 ,0.10000
1 ,3 ,17 ,0.00000 ,10.000 ,0.10000
1 ,3 ,18 ,0.00000 ,10.000 ,0.10000
1 ,3 ,19 ,0.03900 ,10.000 ,0.10000
1 ,3 ,20 ,0.08931 ,10.000 ,0.10000
1 ,3 ,21 ,0.04017 ,10.000 ,0.10000
1 ,3 ,22 ,0.04525 ,10.000 ,0.10000
1 ,3 ,23 ,0.00437 ,10.000 ,0.10000
1 ,3 ,24 ,0.02423 ,10.000 ,0.10000
1 ,3 ,25 ,0.00053 ,10.000 ,0.10000
1 ,3 ,26 ,0.00016 ,10.000 ,0.10000
1 ,3 ,27 ,0.00439 ,10.000 ,0.10000
1 ,3 ,28 ,0.00000 ,10.000 ,0.10000
1 ,3 ,29 ,0.00425 ,10.000 ,0.10000
1 ,3 ,30 ,0.01286 ,10.000 ,0.10000
1 ,3 ,31 ,0.01670 ,10.000 ,0.10000
1 ,3 ,32 ,0.00006 ,10.000 ,0.10000
1 ,3 ,33 ,0.00000 ,10.000 ,0.10000
1 ,3 ,34 ,0.00000 ,10.000 ,0.10000
1 ,3 ,35 ,0.00009 ,10.000 ,0.10000
1 ,4 ,17 ,0.00000 ,10.000 ,0.10000
1 ,4 ,18 ,0.00000 ,10.000 ,0.10000
1 ,4 ,19 ,0.04008 ,10.000 ,0.10000
1 ,4 ,20 ,0.06386 ,10.000 ,0.10000
1 ,4 ,21 ,0.05228 ,10.000 ,0.10000
1 ,4 ,22 ,0.06573 ,10.000 ,0.10000
1 ,4 ,23 ,0.08464 ,10.000 ,0.10000
1 ,4 ,24 ,0.09149 ,10.000 ,0.10000
1 ,4 ,25 ,0.10941 ,10.000 ,0.10000
1 ,4 ,26 ,0.04583 ,10.000 ,0.10000
1 ,4 ,27 ,0.00000 ,10.000 ,0.10000
1 ,4 ,28 ,0.00000 ,10.000 ,0.10000
1 ,4 ,29 ,0.00000 ,10.000 ,0.10000
1 ,4 ,30 ,0.00000 ,10.000 ,0.10000
1 ,5 ,17 ,0.00000 ,10.000 ,0.10000
1 ,5 ,18 ,0.00000 ,10.000 ,0.10000
1 ,5 ,19 ,0.00000 ,10.000 ,0.10000
1 ,5 ,20 ,0.00016 ,10.000 ,0.10000
1 ,5 ,21 ,0.00165 ,10.000 ,0.10000
1 ,5 ,22 ,0.03974 ,10.000 ,0.10000
1 ,5 ,23 ,0.08454 ,10.000 ,0.10000
1 ,5 ,24 ,0.08467 ,10.000 ,0.10000
1 ,5 ,25 ,0.01290 ,10.000 ,0.10000
1 ,5 ,26 ,0.00057 ,10.000 ,0.10000
1 ,5 ,27 ,0.00000 ,10.000 ,0.10000
1 ,5 ,28 ,0.00000 ,10.000 ,0.10000
1 ,5 ,29 ,0.00000 ,10.000 ,0.10000
1 ,5 ,30 ,0.00000 ,10.000 ,0.10000
1 ,6 ,20 ,0.00000 ,10.000 ,0.10000
1 ,6 ,21 ,0.00000 ,10.000 ,0.10000
1 ,6 ,22 ,0.00000 ,10.000 ,0.10000
1 ,6 ,23 ,0.00207 ,10.000 ,0.10000
1 ,6 ,24 ,0.00000 ,10.000 ,0.10000
1 ,6 ,25 ,0.00000 ,10.000 ,0.10000
1 ,6 ,26 ,0.00000 ,10.000 ,0.10000
1 ,6 ,27 ,0.00000 ,10.000 ,0.10000
2 ,0 ,16 ,0.00000 ,10.000 ,0.10000
2 ,0 ,17 ,0.00000 ,10.000 ,0.10000
2 ,0 ,18 ,0.00000 ,10.000 ,0.10000
2 ,0 ,19 ,0.00000 ,10.000 ,0.10000
2 ,0 ,20 ,0.00000 ,10.000 ,0.10000
2 ,0 ,21 ,0.00000 ,10.000 ,0.10000
2 ,0 ,22 ,0.00000 ,10.000 ,0.10000
2 ,0 ,23 ,0.00000 ,10.000 ,0.10000
2 ,0 ,24 ,0.00000 ,10.000 ,0.10000
2 ,0 ,25 ,0.00000 ,10.000 ,0.10000
2 ,0 ,26 ,0.00000 ,10.000 ,0.10000
2 ,0 ,27 ,0.00000 ,10.000 ,0.10000
2 ,0 ,28 ,0.00000 ,10.000 ,0.10000
2 ,0 ,29 ,0.00000 ,10.000 ,0.10000
2 ,0 ,30 ,0.00000 ,10.000 ,0.10000
2 ,0 ,31 ,0.00000 ,10.000 ,0.10000
2 ,0 ,32 ,0.00000 ,10.000 ,0.10000
2 ,0 ,33 ,0.00000 ,10.000 ,0.10000
2 ,0 ,34 ,0.00000 ,10.000 ,0.10000
2 ,0 ,35 ,0.00000 ,10.000 ,0.10000
2 ,0 ,36 ,0.00000 ,10.000 ,0.10000
2 ,0 ,37 ,0.00000 ,10.000 ,0.10000
2 ,0 ,38 ,0.00000 ,10.000 ,0.10000
2 ,0 ,39 ,0.00000 ,10.000 ,0.10000
2 ,1 ,15 ,0.00000 ,10.000 ,0.10000
2 ,1 ,16 ,0.00777 ,10.000 ,0.10000
2 ,1 ,17 ,0.02179 ,10.000 ,0.10000
2 ,1 ,18 ,0.02850 ,10.000 ,0.10000
2 ,1 ,19 ,0.03334 ,10.000 ,0.10000
2 ,1 ,20 ,0.05906 ,10.000 ,0.10000
2 ,1 ,21 ,0.04588 ,10.000 ,0.10000
2 ,1 ,22 ,0.01294 ,10.000 ,0.10000
2 ,1 ,23 ,0.04102 ,10.000 ,0.10000
2 ,1 ,24 ,0.04847 ,10.000 ,0.10000
2 ,1 ,25 ,0.03563 ,10.000 ,0.10000
2 ,1 ,26 ,0.01438 ,10.000 ,0.10000
2 ,1 ,27 ,0.02902 ,10.000 ,0.10000
2 ,1 ,28 ,0.07290 ,10.000 ,0.10000
2 ,1 ,29 ,0.08504 ,10.000 ,0.10000
2 ,1 ,30 ,0.07846 ,10.000 ,0.10000
2 ,1 ,31 ,0.07968 ,10.000 ,0.10000
2 ,1 ,32 ,0.04797 ,10.000 ,0.10000
2 ,1 ,33 ,0.02898 ,10.000 ,0.10000
2 ,1 ,34 ,0.02742 ,10.000 ,0.10000
2 ,1 ,35 ,0.04748 ,10.000 ,0.10000
2 ,1 ,36 ,0.02846 ,10.000 ,0.10000
2 ,1 ,37 ,0.03730 ,10.000 ,0.10000
2 ,1 ,38 ,0.00155 ,10.000 ,0.10000
2 ,1 ,39 ,0.00000 ,10.000 ,0.10000
2 ,1 ,40 ,0.00000 ,10.000 ,0.10000
2 ,1 ,41 ,0.00000 ,10.000 ,0.10000
2 ,1 ,42 ,0.00000 ,10.000 ,0.10000
2 ,2 ,15 ,0.00000 ,10.000 ,0.10000
2 ,2 ,16 ,0.00085 ,10.000 ,0.10000
2 ,2 ,17 ,0.00038 ,10.000 ,0.10000
2 ,2 ,18 ,0.00389 ,10.000 ,0.10000
2 ,2 ,19 ,0.02149 ,10.000 ,0.10000
2 ,2 ,20 ,0.07358 ,10.000 ,0.10000
2 ,2 ,21 ,0.02732 ,10.000 ,0.10000
2 ,2 ,22 ,0.04169 ,10.000 ,0.10000
2 ,2 ,23 ,0.02768 ,10.000 ,0.10000
2 ,2 ,24 ,0.01494 ,10.000 ,0.10000
2 ,2 ,25 ,0.02755 ,10.000 ,0.10000
2 ,2 ,26 ,0.02154 ,10.000 ,0.10000
2 ,2 ,27 ,0.02156 ,10.000 ,0.10000
2 ,2 ,28 ,0.02088 ,10.000 ,0.10000
2 ,2 ,29 ,0.04207 ,10.000 ,0.10000
2 ,2 ,30 ,0.05375 ,10.000 ,0.10000
2 ,2 ,31 ,0.01686 ,10.000 ,0.10000
2 ,2 ,32 ,0.00172 ,10.000 ,0.10000
2 ,2 ,33 ,0.00057 ,10.000 ,0.10000
2 ,2 ,34 ,0.00000 ,10.000 ,0.10000
2 ,2 ,35 ,0.00000 ,10.000 ,0.10000
2 ,2 ,36 ,0.00000 ,10.000 ,0.10000
2 ,2 ,37 ,0.00000 ,10.000 ,0.10000
2 ,2 ,38 ,0.00000 ,10.000 ,0.10000
2 ,2 ,39 ,0.00000 ,10.000 ,0.10000
2 ,2 ,40 ,0.00000 ,10.000 ,0.10000
2 ,2 ,41 ,0.00000 ,10.000 ,0.10000
2 ,2 ,42 ,0.00004 ,10.000 ,0.10000
2 ,3 ,15 ,0.00000 ,10.000 ,0.10000
2 ,3 ,16 ,0.00000 ,10.000 ,0.10000
2 ,3 ,17 ,0.00138 ,10.000 ,0.10000
2 ,3 ,18 ,0.02466 ,10.000 ,0.10000
2 ,3 ,19 ,0.02808 ,10.000 ,0.10000
2 ,3 ,20 ,0.04003 ,10.000 ,0.10000
2 ,3 ,21 ,0.02126 ,10.000 ,0.10000
2 ,3 ,22 ,0.05320 ,10.000 ,0.10000
2 ,3 ,23 ,0.07225 ,10.000 ,0.10000
2 ,3 ,24 ,0.07251 ,10.000 ,0.10000
2 ,3 ,25 ,0.08387 ,10.000 ,0.10000
2 ,3 ,26 ,0.09080 ,10.000 ,0.10000
2 ,3 ,27 ,0.00246 ,10.000 ,0.10000
2 ,3 ,28 ,0.00001 ,10.000 ,0.10000
2 ,3 ,29 ,0.00023 ,10.000 ,0.10000
2 ,3 ,30 ,0.00000 ,10.000 ,0.10000
2 ,3 ,31 ,0.00000 ,10.000 ,0.10000
2 ,3 ,32 ,0.00000 ,10.000 ,0.10000
2 ,3 ,33 ,0.00000 ,10.000 ,0.10000
2 ,3 ,34 ,0.00000 ,10.000 ,0.10000
2 ,3 ,35 ,0.00000 ,10.000 ,0.10000
2 ,3 ,36 ,0.00000 ,10.000 ,0.10000
2 ,4 ,16 ,0.00000 ,10.000 ,0.10000
2 ,4 ,17 ,0.00003 ,10.000 ,0.10000
2 ,4 ,18 ,0.01693 ,10.000 ,0.10000
2 ,4 ,19 ,0.02181 ,10.000 ,0.10000
2 ,4 ,20 ,0.02042 ,10.000 ,0.10000
2 ,4 ,21 ,0.02133 ,10.000 ,0.10000
2 ,4 ,22 ,0.01567 ,10.000 ,0.10000
2 ,4 ,23 ,0.07951 ,10.000 ,0.10000
2 ,4 ,24 ,0.07240 ,10.000 ,0.10000
2 ,4 ,25 ,0.02794 ,10.000 ,0.10000
2 ,4 ,26 ,0.03086 ,10.000 ,0.10000
2 ,4 ,27 ,0.00312 ,10.000 ,0.10000
2 ,4 ,28 ,0.00138 ,10.000 ,0.10000
2 ,4 ,29 ,0.00000 ,10.000 ,0.10000
2 ,4 ,30 ,0.00000 ,10.000 ,0.10000
2 ,4 ,31 ,0.00000 ,10.000 ,0.10000
2 ,4 ,32 ,0.00000 ,10.000 ,0.10000
2 ,4 ,33 ,0.00000 ,10.000 ,0.10000
2 ,5 ,16 ,0.00000 ,10.000 ,0.10000
2 ,5 ,17 ,0.00001 ,10.000 ,0.10000
2 ,5 ,18 ,0.00003 ,10.000 ,0.10000
2 ,5 ,19 ,0.00000 ,10.000 ,0.10000
2 ,5 ,20 ,0.00009 ,10.000 ,0.10000
2 ,5 ,21 ,0.00004 ,10.000 ,0.10000
2 ,5 ,22 ,0.00001 ,10.000 ,0.10000
2 ,5 ,23 ,0.01409 ,10.000 ,0.10000
2 ,5 ,24 ,0.01719 ,10.000 ,0.10000
2 ,5 ,25 ,0.00003 ,10.000 ,0.10000
2 ,5 ,26 ,0.00002 ,10.000 ,0.10000
2 ,5 ,27 ,0.00183 ,10.000 ,0.10000
2 ,5 ,28 ,0.00007 ,10.000 ,0.10000
2 ,5 ,29 ,0.00229 ,10.000 ,0.10000
2 ,5 ,30 ,0.00004 ,10.000 ,0.10000
2 ,5 ,31 ,0.00001 ,10.000 ,0.10000
2 ,5 ,32 ,0.00000 ,10.000 ,0.10000
2 ,5 ,33 ,0.00101 ,10.000 ,0.10000
2 ,6 ,22 ,0.00000 ,10.000 ,0.10000
